          x[m]          y[m]          z[m]      SEL[dBA]    LAmax[dBA]   EPNL[EPNdB]  PNLTM[TPNdB]
     110062.00     479095.00          0.00         21.95         43.83         21.49         53.42
     110062.00     479220.00          0.00         21.14         43.14         20.53         52.67
     110062.00     479345.00          0.00         20.34         42.45         19.62         51.92
     110062.00     479470.00          0.00         19.57         41.77         18.74         51.18
     110062.00     479595.00          0.00         18.81         41.10         17.89         50.45
     110062.00     479720.00          0.00         18.08         40.43         17.07         49.73
     110062.00     479845.00          0.00         17.37         39.78         16.28         49.02
     110062.00     479970.00          0.00         16.68         39.15         15.52         48.32
     110062.00     480095.00          0.00         16.01         38.48         14.79         47.51
     110062.00     480220.00          0.00         15.35         37.84         14.08         46.71
     110062.00     480345.00          0.00         14.67         37.20         13.26         45.93
     110062.00     480470.00          0.00         14.01         36.58         12.45         45.17
     110062.00     480595.00          0.00         13.37         35.98         11.66         44.42
     110062.00     480720.00          0.00         12.75         35.39         10.90         43.69
     110062.00     480845.00          0.00         12.14         34.81         10.16         42.98
     110062.00     480970.00          0.00         11.56         34.25          9.44         42.29
     110062.00     481095.00          0.00         10.99         33.70          8.75         41.61
     110062.00     481220.00          0.00         10.44         33.17          8.07         40.94
     110062.00     481345.00          0.00          9.90         32.64          7.41         40.30
     110062.00     481470.00          0.00          9.37         32.13          6.77         39.67
     110062.00     481595.00          0.00          8.86         31.64          6.15         39.05
     110062.00     481720.00          0.00          8.37         31.15          5.54         38.45
     110062.00     481845.00          0.00          7.89         30.68          4.95         37.86
     110062.00     481970.00          0.00          7.41         30.21          4.37         37.28
     110062.00     482095.00          0.00          6.95         29.74          3.81         36.65
     110062.00     482220.00          0.00          6.46         29.25          3.13         35.96
     110062.00     482345.00          0.00          5.97         28.77          2.46         35.30
     110062.00     482470.00          0.00          5.50         28.31          1.80         34.65
     110062.00     482595.00          0.00          5.04         27.85          1.16         34.01
     110062.00     482720.00          0.00          4.59         27.40          0.53         33.38
     110062.00     482845.00          0.00          4.15         26.97          0.00         32.77
     110062.00     482970.00          0.00          3.72         26.54          0.00         32.17
     110062.00     483095.00          0.00          3.29         26.12          0.00         31.58
     110062.00     483220.00          0.00          2.88         25.71          0.00         31.01
     110062.00     483345.00          0.00          2.47         25.31          0.00         30.44
     110062.00     483470.00          0.00          2.08         24.91          0.00         29.89
     110062.00     483595.00          0.00          1.69         24.52          0.00         29.34
     110062.00     483720.00          0.00          1.31         24.14          0.00         28.81
     110062.00     483845.00          0.00          0.93         23.77          0.00         28.28
     110062.00     483970.00          0.00          0.56         23.40          0.00         27.77
     110062.00     484095.00          0.00          0.20         23.04          0.00         27.26
     110062.00     484220.00          0.00          0.00         22.69          0.00         26.77
     110062.00     484345.00          0.00          0.00         22.35          0.00         26.28
     110062.00     484470.00          0.00          0.00         22.00          0.00         25.80
     110062.00     484595.00          0.00          0.00         21.67          0.00         25.32
     110062.00     484720.00          0.00          0.00         21.34          0.00         24.86
     110062.00     484845.00          0.00          0.00         21.02          0.00         24.40
     110062.00     484970.00          0.00          0.00         20.70          0.00         23.95
     110062.00     485095.00          0.00          0.00         20.38          0.00         23.51
     110062.00     485220.00          0.00          0.00         20.08          0.00         23.07
     110062.00     485345.00          0.00          0.00         19.77          0.00         22.65
     110062.00     485470.00          0.00          0.00         19.47          0.00         22.22
     110187.00     475470.00          0.00         20.31         41.33         19.71         50.70
     110187.00     475595.00          0.00         21.04         41.97         20.52         51.40
     110187.00     475720.00          0.00         21.79         42.61         21.35         52.09
     110187.00     475845.00          0.00         22.55         43.25         22.20         52.79
     110187.00     475970.00          0.00         23.27         43.88         23.02         53.48
     110187.00     476095.00          0.00         23.90         44.50         23.79         54.16
     110187.00     476220.00          0.00         24.51         45.11         24.58         54.82
     110187.00     476345.00          0.00         25.09         45.70         25.39         55.46
     110187.00     476470.00          0.00         25.62         46.25         26.21         56.07
     110187.00     476595.00          0.00         26.08         46.77         27.03         56.63
     110187.00     476720.00          0.00         26.53         47.25         27.75         57.15
     110187.00     476845.00          0.00         26.91         47.67         28.42         57.60
     110187.00     476970.00          0.00         27.20         48.01         28.99         57.98
     110187.00     477095.00          0.00         27.44         48.27         29.40         58.28
     110187.00     477220.00          0.00         27.68         48.46         29.58         58.50
     110187.00     477345.00          0.00         27.88         48.58         29.52         58.62
     110187.00     477470.00          0.00         27.96         48.61         29.31         58.66
     110187.00     477595.00          0.00         27.92         48.56         28.99         58.60
     110187.00     477720.00          0.00         27.78         48.43         28.55         58.46
     110187.00     477845.00          0.00         27.54         48.22         28.02         58.23
     110187.00     477970.00          0.00         27.18         47.95         27.45         57.91
     110187.00     478095.00          0.00         26.74         47.59         26.86         57.51
     110187.00     478220.00          0.00         26.23         47.15         26.25         57.04
     110187.00     478345.00          0.00         25.66         46.67         25.60         56.52
     110187.00     478470.00          0.00         24.95         46.14         24.82         55.94
     110187.00     478595.00          0.00         24.23         45.58         24.03         55.33
     110187.00     478720.00          0.00         23.51         44.99         23.23         54.69
     110187.00     478845.00          0.00         22.78         44.38         22.43         54.02
     110187.00     478970.00          0.00         22.07         43.75         21.63         53.34
     110187.00     479095.00          0.00         21.33         43.11         20.79         52.65
     110187.00     479220.00          0.00         20.57         42.47         19.87         51.95
     110187.00     479345.00          0.00         19.81         41.83         18.99         51.25
     110187.00     479470.00          0.00         19.08         41.20         18.14         50.56
     110187.00     479595.00          0.00         18.36         40.56         17.33         49.87
     110187.00     479720.00          0.00         17.65         39.94         16.54         49.19
     110187.00     479845.00          0.00         16.97         39.32         15.78         48.51
     110187.00     479970.00          0.00         16.30         38.69         15.05         47.77
     110187.00     480095.00          0.00         15.66         38.06         14.34         46.99
     110187.00     480220.00          0.00         15.02         37.44         13.64         46.22
     110187.00     480345.00          0.00         14.36         36.83         12.82         45.47
     110187.00     480470.00          0.00         13.71         36.23         12.03         44.73
     110187.00     480595.00          0.00         13.09         35.65         11.27         44.01
     110187.00     480720.00          0.00         12.48         35.08         10.52         43.31
     110187.00     480845.00          0.00         11.89         34.52          9.80         42.62
     110187.00     480970.00          0.00         11.32         33.98          9.10         41.95
     110187.00     481095.00          0.00         10.76         33.44          8.42         41.29
     110187.00     481220.00          0.00         10.22         32.92          7.76         40.64
     110187.00     481345.00          0.00          9.69         32.41          7.12         40.01
     110187.00     481470.00          0.00          9.18         31.92          6.49         39.40
     110187.00     481595.00          0.00          8.68         31.43          5.88         38.79
     110187.00     481720.00          0.00          8.19         30.96          5.28         38.21
     110187.00     481845.00          0.00          7.71         30.49          4.70         37.63
     110187.00     481970.00          0.00          7.25         30.04          4.13         37.07
     110187.00     482095.00          0.00          6.79         29.55          3.56         36.39
     110187.00     482220.00          0.00          6.30         29.07          2.88         35.72
     110187.00     482345.00          0.00          5.82         28.60          2.22         35.06
     110187.00     482470.00          0.00          5.36         28.15          1.58         34.42
     110187.00     482595.00          0.00          4.90         27.70          0.95         33.79
     110187.00     482720.00          0.00          4.45         27.26          0.33         33.18
     110187.00     482845.00          0.00          4.02         26.83          0.00         32.58
     110187.00     482970.00          0.00          3.59         26.40          0.00         31.98
     110187.00     483095.00          0.00          3.17         25.99          0.00         31.40
     110187.00     483220.00          0.00          2.76         25.58          0.00         30.83
     110187.00     483345.00          0.00          2.36         25.19          0.00         30.28
     110187.00     483470.00          0.00          1.97         24.80          0.00         29.73
     110187.00     483595.00          0.00          1.58         24.41          0.00         29.19
     110187.00     483720.00          0.00          1.20         24.04          0.00         28.66
     110187.00     483845.00          0.00          0.83         23.67          0.00         28.14
     110187.00     483970.00          0.00          0.47         23.31          0.00         27.63
     110187.00     484095.00          0.00          0.11         22.95          0.00         27.13
     110187.00     484220.00          0.00          0.00         22.60          0.00         26.64
     110187.00     484345.00          0.00          0.00         22.26          0.00         26.15
     110187.00     484470.00          0.00          0.00         21.92          0.00         25.68
     110187.00     484595.00          0.00          0.00         21.59          0.00         25.21
     110187.00     484720.00          0.00          0.00         21.26          0.00         24.75
     110187.00     484845.00          0.00          0.00         20.94          0.00         24.30
     110187.00     484970.00          0.00          0.00         20.62          0.00         23.85
     110187.00     485095.00          0.00          0.00         20.31          0.00         23.41
     110187.00     485220.00          0.00          0.00         20.01          0.00         22.98
     110187.00     485345.00          0.00          0.00         19.71          0.00         22.55
     110187.00     485470.00          0.00          0.00         19.41          0.00         22.13
     110312.00     475470.00          0.00         19.82         40.74         19.18         50.06
     110312.00     475595.00          0.00         20.51         41.34         19.95         50.71
     110312.00     475720.00          0.00         21.22         41.94         20.73         51.36
     110312.00     475845.00          0.00         21.93         42.53         21.53         52.01
     110312.00     475970.00          0.00         22.57         43.11         22.28         52.65
     110312.00     476095.00          0.00         23.14         43.69         23.01         53.27
     110312.00     476220.00          0.00         23.69         44.24         23.75         53.87
     110312.00     476345.00          0.00         24.19         44.77         24.51         54.45
     110312.00     476470.00          0.00         24.64         45.28         25.27         55.00
     110312.00     476595.00          0.00         25.03         45.74         26.02         55.51
     110312.00     476720.00          0.00         25.41         46.17         26.67         55.97
     110312.00     476845.00          0.00         25.72         46.54         27.27         56.38
     110312.00     476970.00          0.00         25.96         46.86         27.78         56.72
     110312.00     477095.00          0.00         26.17         47.11         28.12         56.99
     110312.00     477220.00          0.00         26.41         47.29         28.25         57.19
     110312.00     477345.00          0.00         26.60         47.39         28.18         57.31
     110312.00     477470.00          0.00         26.70         47.42         27.98         57.34
     110312.00     477595.00          0.00         26.68         47.38         27.70         57.29
     110312.00     477720.00          0.00         26.60         47.26         27.28         57.15
     110312.00     477845.00          0.00         26.40         47.06         26.80         56.94
     110312.00     477970.00          0.00         26.10         46.80         26.29         56.65
     110312.00     478095.00          0.00         25.72         46.47         25.75         56.30
     110312.00     478220.00          0.00         25.28         46.08         25.20         55.88
     110312.00     478345.00          0.00         24.74         45.65         24.59         55.41
     110312.00     478470.00          0.00         24.09         45.18         23.87         54.89
     110312.00     478595.00          0.00         23.43         44.67         23.14         54.34
     110312.00     478720.00          0.00         22.76         44.13         22.40         53.75
     110312.00     478845.00          0.00         22.09         43.57         21.65         53.14
     110312.00     478970.00          0.00         21.42         42.99         20.91         52.52
     110312.00     479095.00          0.00         20.72         42.41         20.08         51.88
     110312.00     479220.00          0.00         19.99         41.81         19.20         51.23
     110312.00     479345.00          0.00         19.28         41.22         18.36         50.58
     110312.00     479470.00          0.00         18.58         40.62         17.54         49.93
     110312.00     479595.00          0.00         17.89         40.03         16.76         49.28
     110312.00     479720.00          0.00         17.22         39.43         16.00         48.64
     110312.00     479845.00          0.00         16.56         38.83         15.27         47.95
     110312.00     479970.00          0.00         15.92         38.22         14.56         47.19
     110312.00     480095.00          0.00         15.30         37.62         13.88         46.45
     110312.00     480220.00          0.00         14.67         37.03         13.17         45.71
     110312.00     480345.00          0.00         14.03         36.44         12.37         45.00
     110312.00     480470.00          0.00         13.40         35.87         11.61         44.29
     110312.00     480595.00          0.00         12.79         35.31         10.86         43.59
     110312.00     480720.00          0.00         12.20         34.76         10.14         42.91
     110312.00     480845.00          0.00         11.63         34.22          9.43         42.25
     110312.00     480970.00          0.00         11.07         33.69          8.75         41.59
     110312.00     481095.00          0.00         10.52         33.17          8.08         40.95
     110312.00     481220.00          0.00          9.99         32.67          7.44         40.33
     110312.00     481345.00          0.00          9.48         32.17          6.81         39.71
     110312.00     481470.00          0.00          8.97         31.69          6.19         39.11
     110312.00     481595.00          0.00          8.48         31.21          5.59         38.53
     110312.00     481720.00          0.00          8.00         30.75          5.01         37.95
     110312.00     481845.00          0.00          7.53         30.30          4.44         37.39
     110312.00     481970.00          0.00          7.08         29.83          3.88         36.78
     110312.00     482095.00          0.00          6.62         29.36          3.29         36.11
     110312.00     482220.00          0.00          6.13         28.89          2.63         35.46
     110312.00     482345.00          0.00          5.66         28.43          1.98         34.82
     110312.00     482470.00          0.00          5.20         27.98          1.34         34.19
     110312.00     482595.00          0.00          4.75         27.53          0.72         33.57
     110312.00     482720.00          0.00          4.31         27.10          0.11         32.96
     110312.00     482845.00          0.00          3.88         26.68          0.00         32.37
     110312.00     482970.00          0.00          3.46         26.26          0.00         31.78
     110312.00     483095.00          0.00          3.05         25.85          0.00         31.21
     110312.00     483220.00          0.00          2.64         25.45          0.00         30.65
     110312.00     483345.00          0.00          2.24         25.06          0.00         30.10
     110312.00     483470.00          0.00          1.86         24.68          0.00         29.56
     110312.00     483595.00          0.00          1.47         24.30          0.00         29.03
     110312.00     483720.00          0.00          1.10         23.93          0.00         28.50
     110312.00     483845.00          0.00          0.73         23.56          0.00         27.99
     110312.00     483970.00          0.00          0.37         23.20          0.00         27.49
     110312.00     484095.00          0.00          0.02         22.85          0.00         26.99
     110312.00     484220.00          0.00          0.00         22.51          0.00         26.50
     110312.00     484345.00          0.00          0.00         22.16          0.00         26.02
     110312.00     484470.00          0.00          0.00         21.83          0.00         25.55
     110312.00     484595.00          0.00          0.00         21.50          0.00         25.09
     110312.00     484720.00          0.00          0.00         21.18          0.00         24.63
     110312.00     484845.00          0.00          0.00         20.86          0.00         24.18
     110312.00     484970.00          0.00          0.00         20.55          0.00         23.74
     110312.00     485095.00          0.00          0.00         20.24          0.00         23.30
     110312.00     485220.00          0.00          0.00         19.93          0.00         22.87
     110312.00     485345.00          0.00          0.00         19.63          0.00         22.45
     110312.00     485470.00          0.00          0.00         19.34          0.00         22.03
     110437.00     475470.00          0.00         19.32         40.16         18.64         49.43
     110437.00     475595.00          0.00         19.97         40.72         19.37         50.04
     110437.00     475720.00          0.00         20.64         41.27         20.11         50.64
     110437.00     475845.00          0.00         21.30         41.82         20.86         51.24
     110437.00     475970.00          0.00         21.87         42.36         21.56         51.83
     110437.00     476095.00          0.00         22.39         42.89         22.24         52.40
     110437.00     476220.00          0.00         22.87         43.40         22.94         52.95
     110437.00     476345.00          0.00         23.30         43.88         23.65         53.48
     110437.00     476470.00          0.00         23.68         44.34         24.36         53.98
     110437.00     476595.00          0.00         24.01         44.76         25.04         54.44
     110437.00     476720.00          0.00         24.33         45.14         25.63         54.85
     110437.00     476845.00          0.00         24.58         45.47         26.17         55.21
     110437.00     476970.00          0.00         24.77         45.75         26.62         55.52
     110437.00     477095.00          0.00         24.97         45.97         26.90         55.76
     110437.00     477220.00          0.00         25.21         46.13         26.99         55.93
     110437.00     477345.00          0.00         25.41         46.23         26.92         56.04
     110437.00     477470.00          0.00         25.51         46.26         26.73         56.07
     110437.00     477595.00          0.00         25.52         46.22         26.47         56.02
     110437.00     477720.00          0.00         25.47         46.11         26.08         55.90
     110437.00     477845.00          0.00         25.32         45.93         25.64         55.72
     110437.00     477970.00          0.00         25.07         45.70         25.17         55.46
     110437.00     478095.00          0.00         24.74         45.41         24.69         55.14
     110437.00     478220.00          0.00         24.35         45.06         24.18         54.77
     110437.00     478345.00          0.00         23.84         44.67         23.60         54.35
     110437.00     478470.00          0.00         23.25         44.25         22.94         53.88
     110437.00     478595.00          0.00         22.64         43.78         22.27         53.38
     110437.00     478720.00          0.00         22.02         43.29         21.58         52.84
     110437.00     478845.00          0.00         21.40         42.78         20.89         52.29
     110437.00     478970.00          0.00         20.77         42.25         20.19         51.71
     110437.00     479095.00          0.00         20.10         41.71         19.37         51.12
     110437.00     479220.00          0.00         19.41         41.16         18.53         50.52
     110437.00     479345.00          0.00         18.74         40.60         17.72         49.91
     110437.00     479470.00          0.00         18.07         40.04         16.94         49.30
     110437.00     479595.00          0.00         17.42         39.48         16.18         48.69
     110437.00     479720.00          0.00         16.78         38.92         15.45         48.05
     110437.00     479845.00          0.00         16.15         38.33         14.75         47.32
     110437.00     479970.00          0.00         15.53         37.75         14.06         46.61
     110437.00     480095.00          0.00         14.93         37.17         13.40         45.90
     110437.00     480220.00          0.00         14.32         36.61         12.69         45.20
     110437.00     480345.00          0.00         13.69         36.05         11.91         44.51
     110437.00     480470.00          0.00         13.09         35.50         11.17         43.83
     110437.00     480595.00          0.00         12.49         34.96         10.44         43.16
     110437.00     480720.00          0.00         11.92         34.43          9.74         42.51
     110437.00     480845.00          0.00         11.36         33.91          9.05         41.86
     110437.00     480970.00          0.00         10.81         33.40          8.38         41.23
     110437.00     481095.00          0.00         10.28         32.90          7.73         40.61
     110437.00     481220.00          0.00          9.76         32.40          7.10         40.00
     110437.00     481345.00          0.00          9.25         31.92          6.48         39.41
     110437.00     481470.00          0.00          8.76         31.45          5.88         38.82
     110437.00     481595.00          0.00          8.28         30.99          5.29         38.25
     110437.00     481720.00          0.00          7.81         30.54          4.72         37.69
     110437.00     481845.00          0.00          7.35         30.09          4.16         37.13
     110437.00     481970.00          0.00          6.90         29.62          3.62         36.49
     110437.00     482095.00          0.00          6.44         29.15          3.01         35.83
     110437.00     482220.00          0.00          5.96         28.69          2.36         35.19
     110437.00     482345.00          0.00          5.50         28.24          1.72         34.56
     110437.00     482470.00          0.00          5.04         27.80          1.10         33.94
     110437.00     482595.00          0.00          4.60         27.37          0.48         33.33
     110437.00     482720.00          0.00          4.17         26.94          0.00         32.74
     110437.00     482845.00          0.00          3.74         26.52          0.00         32.15
     110437.00     482970.00          0.00          3.32         26.11          0.00         31.58
     110437.00     483095.00          0.00          2.92         25.71          0.00         31.01
     110437.00     483220.00          0.00          2.51         25.32          0.00         30.46
     110437.00     483345.00          0.00          2.12         24.93          0.00         29.91
     110437.00     483470.00          0.00          1.74         24.55          0.00         29.38
     110437.00     483595.00          0.00          1.36         24.18          0.00         28.86
     110437.00     483720.00          0.00          0.99         23.81          0.00         28.34
     110437.00     483845.00          0.00          0.63         23.45          0.00         27.83
     110437.00     483970.00          0.00          0.27         23.09          0.00         27.33
     110437.00     484095.00          0.00          0.00         22.75          0.00         26.84
     110437.00     484220.00          0.00          0.00         22.40          0.00         26.36
     110437.00     484345.00          0.00          0.00         22.07          0.00         25.89
     110437.00     484470.00          0.00          0.00         21.74          0.00         25.42
     110437.00     484595.00          0.00          0.00         21.41          0.00         24.96
     110437.00     484720.00          0.00          0.00         21.09          0.00         24.51
     110437.00     484845.00          0.00          0.00         20.77          0.00         24.06
     110437.00     484970.00          0.00          0.00         20.46          0.00         23.62
     110437.00     485095.00          0.00          0.00         20.16          0.00         23.19
     110437.00     485220.00          0.00          0.00         19.86          0.00         22.76
     110437.00     485345.00          0.00          0.00         19.56          0.00         22.34
     110437.00     485470.00          0.00          0.00         19.27          0.00         21.93
     110562.00     475470.00          0.00         18.81         39.58         18.09         48.79
     110562.00     475595.00          0.00         19.43         40.10         18.79         49.36
     110562.00     475720.00          0.00         20.05         40.62         19.49         49.93
     110562.00     475845.00          0.00         20.68         41.13         20.19         50.48
     110562.00     475970.00          0.00         21.17         41.63         20.84         51.03
     110562.00     476095.00          0.00         21.63         42.11         21.48         51.55
     110562.00     476220.00          0.00         22.05         42.58         22.14         52.06
     110562.00     476345.00          0.00         22.43         43.02         22.80         52.54
     110562.00     476470.00          0.00         22.74         43.43         23.47         52.99
     110562.00     476595.00          0.00         23.02         43.81         24.08         53.41
     110562.00     476720.00          0.00         23.28         44.16         24.63         53.78
     110562.00     476845.00          0.00         23.48         44.46         25.12         54.11
     110562.00     476970.00          0.00         23.65         44.71         25.51         54.38
     110562.00     477095.00          0.00         23.84         44.91         25.74         54.60
     110562.00     477220.00          0.00         24.07         45.05         25.80         54.75
     110562.00     477345.00          0.00         24.27         45.13         25.72         54.84
     110562.00     477470.00          0.00         24.39         45.16         25.55         54.87
     110562.00     477595.00          0.00         24.42         45.12         25.30         54.83
     110562.00     477720.00          0.00         24.41         45.02         24.93         54.73
     110562.00     477845.00          0.00         24.29         44.87         24.53         54.56
     110562.00     477970.00          0.00         24.08         44.66         24.11         54.33
     110562.00     478095.00          0.00         23.80         44.40         23.66         54.04
     110562.00     478220.00          0.00         23.46         44.09         23.21         53.71
     110562.00     478345.00          0.00         22.97         43.74         22.65         53.33
     110562.00     478470.00          0.00         22.43         43.35         22.04         52.90
     110562.00     478595.00          0.00         21.87         42.93         21.42         52.45
     110562.00     478720.00          0.00         21.29         42.48         20.78         51.96
     110562.00     478845.00          0.00         20.72         42.01         20.13         51.45
     110562.00     478970.00          0.00         20.13         41.53         19.48         50.92
     110562.00     479095.00          0.00         19.49         41.02         18.66         50.37
     110562.00     479220.00          0.00         18.84         40.51         17.85         49.81
     110562.00     479345.00          0.00         18.20         39.99         17.08         49.25
     110562.00     479470.00          0.00         17.57         39.47         16.33         48.68
     110562.00     479595.00          0.00         16.94         38.93         15.60         48.07
     110562.00     479720.00          0.00         16.33         38.38         14.90         47.38
     110562.00     479845.00          0.00         15.73         37.82         14.21         46.70
     110562.00     479970.00          0.00         15.14         37.27         13.56         46.02
     110562.00     480095.00          0.00         14.56         36.72         12.92         45.34
     110562.00     480220.00          0.00         13.96         36.18         12.19         44.67
     110562.00     480345.00          0.00         13.35         35.65         11.45         44.01
     110562.00     480470.00          0.00         12.76         35.12         10.72         43.36
     110562.00     480595.00          0.00         12.18         34.60         10.01         42.72
     110562.00     480720.00          0.00         11.62         34.09          9.32         42.09
     110562.00     480845.00          0.00         11.08         33.59          8.65         41.47
     110562.00     480970.00          0.00         10.54         33.09          8.00         40.86
     110562.00     481095.00          0.00         10.02         32.61          7.37         40.26
     110562.00     481220.00          0.00          9.52         32.13          6.75         39.67
     110562.00     481345.00          0.00          9.02         31.67          6.15         39.09
     110562.00     481470.00          0.00          8.54         31.21          5.56         38.52
     110562.00     481595.00          0.00          8.07         30.76          4.99         37.96
     110562.00     481720.00          0.00          7.61         30.32          4.42         37.41
     110562.00     481845.00          0.00          7.16         29.87          3.88         36.83
     110562.00     481970.00          0.00          6.71         29.40          3.34         36.18
     110562.00     482095.00          0.00          6.25         28.94          2.72         35.53
     110562.00     482220.00          0.00          5.78         28.49          2.08         34.91
     110562.00     482345.00          0.00          5.33         28.05          1.45         34.29
     110562.00     482470.00          0.00          4.88         27.61          0.84         33.68
     110562.00     482595.00          0.00          4.44         27.19          0.24         33.08
     110562.00     482720.00          0.00          4.01         26.77          0.00         32.50
     110562.00     482845.00          0.00          3.59         26.36          0.00         31.92
     110562.00     482970.00          0.00          3.18         25.96          0.00         31.36
     110562.00     483095.00          0.00          2.78         25.56          0.00         30.80
     110562.00     483220.00          0.00          2.38         25.17          0.00         30.26
     110562.00     483345.00          0.00          1.99         24.79          0.00         29.72
     110562.00     483470.00          0.00          1.61         24.42          0.00         29.19
     110562.00     483595.00          0.00          1.24         24.05          0.00         28.68
     110562.00     483720.00          0.00          0.87         23.69          0.00         28.17
     110562.00     483845.00          0.00          0.51         23.33          0.00         27.66
     110562.00     483970.00          0.00          0.16         22.98          0.00         27.17
     110562.00     484095.00          0.00          0.00         22.64          0.00         26.69
     110562.00     484220.00          0.00          0.00         22.30          0.00         26.21
     110562.00     484345.00          0.00          0.00         21.96          0.00         25.74
     110562.00     484470.00          0.00          0.00         21.64          0.00         25.28
     110562.00     484595.00          0.00          0.00         21.31          0.00         24.82
     110562.00     484720.00          0.00          0.00         21.00          0.00         24.37
     110562.00     484845.00          0.00          0.00         20.68          0.00         23.93
     110562.00     484970.00          0.00          0.00         20.38          0.00         23.50
     110562.00     485095.00          0.00          0.00         20.07          0.00         23.07
     110562.00     485220.00          0.00          0.00         19.77          0.00         22.65
     110562.00     485345.00          0.00          0.00         19.48          0.00         22.23
     110562.00     485470.00          0.00          0.00         19.19          0.00         21.82
     110687.00     475470.00          0.00         18.30         38.99         17.55         48.14
     110687.00     475595.00          0.00         18.88         39.49         18.21         48.70
     110687.00     475720.00          0.00         19.46         39.97         18.87         49.22
     110687.00     475845.00          0.00         20.04         40.45         19.53         49.74
     110687.00     475970.00          0.00         20.47         40.91         20.13         50.24
     110687.00     476095.00          0.00         20.88         41.35         20.74         50.73
     110687.00     476220.00          0.00         21.25         41.78         21.36         51.20
     110687.00     476345.00          0.00         21.57         42.19         21.98         51.64
     110687.00     476470.00          0.00         21.82         42.56         22.61         52.05
     110687.00     476595.00          0.00         22.06         42.91         23.16         52.42
     110687.00     476720.00          0.00         22.27         43.22         23.66         52.76
     110687.00     476845.00          0.00         22.43         43.49         24.10         53.06
     110687.00     476970.00          0.00         22.57         43.71         24.44         53.30
     110687.00     477095.00          0.00         22.77         43.89         24.63         53.50
     110687.00     477220.00          0.00         23.00         44.02         24.67         53.63
     110687.00     477345.00          0.00         23.20         44.10         24.59         53.72
     110687.00     477470.00          0.00         23.33         44.12         24.43         53.74
     110687.00     477595.00          0.00         23.39         44.09         24.18         53.70
     110687.00     477720.00          0.00         23.40         44.00         23.84         53.61
     110687.00     477845.00          0.00         23.31         43.86         23.48         53.46
     110687.00     477970.00          0.00         23.14         43.67         23.09         53.25
     110687.00     478095.00          0.00         22.89         43.44         22.68         53.00
     110687.00     478220.00          0.00         22.59         43.16         22.26         52.70
     110687.00     478345.00          0.00         22.13         42.84         21.73         52.35
     110687.00     478470.00          0.00         21.63         42.49         21.17         51.97
     110687.00     478595.00          0.00         21.11         42.11         20.59         51.55
     110687.00     478720.00          0.00         20.58         41.70         20.00         51.10
     110687.00     478845.00          0.00         20.04         41.26         19.39         50.63
     110687.00     478970.00          0.00         19.49         40.81         18.76         50.14
     110687.00     479095.00          0.00         18.88         40.35         17.96         49.64
     110687.00     479220.00          0.00         18.27         39.87         17.18         49.12
     110687.00     479345.00          0.00         17.66         39.39         16.44         48.59
     110687.00     479470.00          0.00         17.06         38.89         15.71         48.01
     110687.00     479595.00          0.00         16.47         38.36         15.01         47.36
     110687.00     479720.00          0.00         15.88         37.84         14.34         46.72
     110687.00     479845.00          0.00         15.31         37.31         13.68         46.07
     110687.00     479970.00          0.00         14.74         36.79         13.04         45.42
     110687.00     480095.00          0.00         14.18         36.27         12.42         44.78
     110687.00     480220.00          0.00         13.59         35.75         11.70         44.14
     110687.00     480345.00          0.00         13.00         35.24         10.97         43.51
     110687.00     480470.00          0.00         12.43         34.74         10.26         42.89
     110687.00     480595.00          0.00         11.87         34.24          9.57         42.27
     110687.00     480720.00          0.00         11.32         33.75          8.90         41.66
     110687.00     480845.00          0.00         10.79         33.26          8.25         41.06
     110687.00     480970.00          0.00         10.27         32.78          7.62         40.47
     110687.00     481095.00          0.00          9.76         32.32          7.00         39.89
     110687.00     481220.00          0.00          9.27         31.85          6.39         39.32
     110687.00     481345.00          0.00          8.78         31.40          5.80         38.76
     110687.00     481470.00          0.00          8.31         30.95          5.23         38.20
     110687.00     481595.00          0.00          7.85         30.52          4.67         37.66
     110687.00     481720.00          0.00          7.40         30.09          4.12         37.13
     110687.00     481845.00          0.00          6.95         29.63          3.58         36.49
     110687.00     481970.00          0.00          6.52         29.17          3.05         35.86
     110687.00     482095.00          0.00          6.06         28.72          2.42         35.23
     110687.00     482220.00          0.00          5.60         28.28          1.79         34.61
     110687.00     482345.00          0.00          5.15         27.85          1.18         34.01
     110687.00     482470.00          0.00          4.71         27.42          0.57         33.41
     110687.00     482595.00          0.00          4.28         27.00          0.00         32.83
     110687.00     482720.00          0.00          3.85         26.59          0.00         32.25
     110687.00     482845.00          0.00          3.44         26.19          0.00         31.69
     110687.00     482970.00          0.00          3.03         25.80          0.00         31.13
     110687.00     483095.00          0.00          2.64         25.41          0.00         30.58
     110687.00     483220.00          0.00          2.24         25.02          0.00         30.05
     110687.00     483345.00          0.00          1.86         24.65          0.00         29.52
     110687.00     483470.00          0.00          1.48         24.28          0.00         29.00
     110687.00     483595.00          0.00          1.12         23.91          0.00         28.49
     110687.00     483720.00          0.00          0.75         23.56          0.00         27.98
     110687.00     483845.00          0.00          0.40         23.21          0.00         27.49
     110687.00     483970.00          0.00          0.05         22.86          0.00         27.00
     110687.00     484095.00          0.00          0.00         22.52          0.00         26.52
     110687.00     484220.00          0.00          0.00         22.19          0.00         26.05
     110687.00     484345.00          0.00          0.00         21.86          0.00         25.59
     110687.00     484470.00          0.00          0.00         21.53          0.00         25.13
